0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.81,1.62,2.43,3.24,4.05,4.86,15.67,16.48,17.29,18.1,18.91,19.72,20,20,20,20,20,20,20,20,20,20,20,20,20
0.57,1.14,1.71,2.28,2.85,3.42,3.99,4.56,15.13,15.7,16.27,16.84,17.41,17.98,18.55,19.12,19.69,20,20,20,20,20,20,20,20
0.69,1.38,2.07,2.76,3.45,4.14,4.83,15.52,16.21,16.9,17.59,18.28,18.97,19.66,20,20,20,20,20,20,20,20,20,20,20
0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.72,1.44,2.16,2.88,3.6,4.32,15.04,15.76,16.48,17.2,17.92,18.64,19.36,20,20,20,20,20,20,20,20,20,20,20,20
0.57,1.14,1.71,2.28,2.85,3.42,3.99,4.56,15.13,15.7,16.27,16.84,17.41,17.98,18.55,19.12,19.69,20,20,20,20,20,20,20,20
0.75,1.5,2.25,3,3.75,4.5,15.25,16,16.75,17.5,18.25,19,19.75,20,20,20,20,20,20,20,20,20,20,20,20
0.78,1.56,2.34,3.12,3.9,4.68,15.46,16.24,17.02,17.8,18.58,19.36,20,20,20,20,20,20,20,20,20,20,20,20,20
0.78,1.56,2.34,3.12,3.9,4.68,15.46,16.24,17.02,17.8,18.58,19.36,20,20,20,20,20,20,20,20,20,20,20,20,20
0.66,1.32,1.98,2.64,3.3,3.96,4.62,15.28,15.94,16.6,17.26,17.92,18.58,19.24,19.9,20,20,20,20,20,20,20,20,20,20
0.48,0.96,1.44,1.92,2.4,2.88,3.36,3.84,4.32,4.8,15.28,15.76,16.24,16.72,17.2,17.68,18.16,18.64,19.12,19.6,20,20,20,20,20
0.54,1.08,1.62,2.16,2.7,3.24,3.78,4.32,4.86,15.4,15.94,16.48,17.02,17.56,18.1,18.64,19.18,19.72,20,20,20,20,20,20,20
0.87,1.74,2.61,3.48,4.35,15.22,16.09,16.96,17.83,18.7,19.57,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.84,1.68,2.52,3.36,4.2,15.04,15.88,16.72,17.56,18.4,19.24,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.69,1.38,2.07,2.76,3.45,4.14,4.83,15.52,16.21,16.9,17.59,18.28,18.97,19.66,20,20,20,20,20,20,20,20,20,20,20
0.9,1.8,2.7,3.6,4.5,15.4,16.3,17.2,18.1,19,19.9,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.48,0.96,1.44,1.92,2.4,2.88,3.36,3.84,4.32,4.8,15.28,15.76,16.24,16.72,17.2,17.68,18.16,18.64,19.12,19.6,20,20,20,20,20
0.66,1.32,1.98,2.64,3.3,3.96,4.62,15.28,15.94,16.6,17.26,17.92,18.58,19.24,19.9,20,20,20,20,20,20,20,20,20,20
0.48,0.96,1.44,1.92,2.4,2.88,3.36,3.84,4.32,4.8,15.28,15.76,16.24,16.72,17.2,17.68,18.16,18.64,19.12,19.6,20,20,20,20,20
0.9,1.8,2.7,3.6,4.5,15.4,16.3,17.2,18.1,19,19.9,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.45,0.9,1.35,1.8,2.25,2.7,3.15,3.6,4.05,4.5,4.95,15.4,15.85,16.3,16.75,17.2,17.65,18.1,18.55,19,19.45,19.9,20,20,20
0.81,1.62,2.43,3.24,4.05,4.86,15.67,16.48,17.29,18.1,18.91,19.72,20,20,20,20,20,20,20,20,20,20,20,20,20
0.84,1.68,2.52,3.36,4.2,15.04,15.88,16.72,17.56,18.4,19.24,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.84,1.68,2.52,3.36,4.2,15.04,15.88,16.72,17.56,18.4,19.24,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.48,0.96,1.44,1.92,2.4,2.88,3.36,3.84,4.32,4.8,15.28,15.76,16.24,16.72,17.2,17.68,18.16,18.64,19.12,19.6,20,20,20,20,20
0.63,1.26,1.89,2.52,3.15,3.78,4.41,15.04,15.67,16.3,16.93,17.56,18.19,18.82,19.45,20,20,20,20,20,20,20,20,20,20
0.57,1.14,1.71,2.28,2.85,3.42,3.99,4.56,15.13,15.7,16.27,16.84,17.41,17.98,18.55,19.12,19.69,20,20,20,20,20,20,20,20
0.81,1.62,2.43,3.24,4.05,4.86,15.67,16.48,17.29,18.1,18.91,19.72,20,20,20,20,20,20,20,20,20,20,20,20,20
0.63,1.26,1.89,2.52,3.15,3.78,4.41,15.04,15.67,16.3,16.93,17.56,18.19,18.82,19.45,20,20,20,20,20,20,20,20,20,20
0.87,1.74,2.61,3.48,4.35,15.22,16.09,16.96,17.83,18.7,19.57,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.57,1.14,1.71,2.28,2.85,3.42,3.99,4.56,15.13,15.7,16.27,16.84,17.41,17.98,18.55,19.12,19.69,20,20,20,20,20,20,20,20
0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.84,1.68,2.52,3.36,4.2,15.04,15.88,16.72,17.56,18.4,19.24,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.72,1.44,2.16,2.88,3.6,4.32,15.04,15.76,16.48,17.2,17.92,18.64,19.36,20,20,20,20,20,20,20,20,20,20,20,20
0.69,1.38,2.07,2.76,3.45,4.14,4.83,15.52,16.21,16.9,17.59,18.28,18.97,19.66,20,20,20,20,20,20,20,20,20,20,20
0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.84,1.68,2.52,3.36,4.2,15.04,15.88,16.72,17.56,18.4,19.24,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.72,1.44,2.16,2.88,3.6,4.32,15.04,15.76,16.48,17.2,17.92,18.64,19.36,20,20,20,20,20,20,20,20,20,20,20,20
0.6,1.2,1.8,2.4,3,3.6,4.2,4.8,15.4,16,16.6,17.2,17.8,18.4,19,19.6,20,20,20,20,20,20,20,20,20
0.69,1.38,2.07,2.76,3.45,4.14,4.83,15.52,16.21,16.9,17.59,18.28,18.97,19.66,20,20,20,20,20,20,20,20,20,20,20
0.63,1.26,1.89,2.52,3.15,3.78,4.41,15.04,15.67,16.3,16.93,17.56,18.19,18.82,19.45,20,20,20,20,20,20,20,20,20,20
0.48,0.96,1.44,1.92,2.4,2.88,3.36,3.84,4.32,4.8,15.28,15.76,16.24,16.72,17.2,17.68,18.16,18.64,19.12,19.6,20,20,20,20,20
0.54,1.08,1.62,2.16,2.7,3.24,3.78,4.32,4.86,15.4,15.94,16.48,17.02,17.56,18.1,18.64,19.18,19.72,20,20,20,20,20,20,20
0.48,0.96,1.44,1.92,2.4,2.88,3.36,3.84,4.32,4.8,15.28,15.76,16.24,16.72,17.2,17.68,18.16,18.64,19.12,19.6,20,20,20,20,20
0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.54,1.08,1.62,2.16,2.7,3.24,3.78,4.32,4.86,15.4,15.94,16.48,17.02,17.56,18.1,18.64,19.18,19.72,20,20,20,20,20,20,20
0.63,1.26,1.89,2.52,3.15,3.78,4.41,15.04,15.67,16.3,16.93,17.56,18.19,18.82,19.45,20,20,20,20,20,20,20,20,20,20
0.45,0.9,1.35,1.8,2.25,2.7,3.15,3.6,4.05,4.5,4.95,15.4,15.85,16.3,16.75,17.2,17.65,18.1,18.55,19,19.45,19.9,20,20,20
0.87,1.74,2.61,3.48,4.35,15.22,16.09,16.96,17.83,18.7,19.57,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.9,1.8,2.7,3.6,4.5,15.4,16.3,17.2,18.1,19,19.9,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.66,1.32,1.98,2.64,3.3,3.96,4.62,15.28,15.94,16.6,17.26,17.92,18.58,19.24,19.9,20,20,20,20,20,20,20,20,20,20
0.66,1.32,1.98,2.64,3.3,3.96,4.62,15.28,15.94,16.6,17.26,17.92,18.58,19.24,19.9,20,20,20,20,20,20,20,20,20,20
0.6,1.2,1.8,2.4,3,3.6,4.2,4.8,15.4,16,16.6,17.2,17.8,18.4,19,19.6,20,20,20,20,20,20,20,20,20
0.87,1.74,2.61,3.48,4.35,15.22,16.09,16.96,17.83,18.7,19.57,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.6,1.2,1.8,2.4,3,3.6,4.2,4.8,15.4,16,16.6,17.2,17.8,18.4,19,19.6,20,20,20,20,20,20,20,20,20
0.48,0.96,1.44,1.92,2.4,2.88,3.36,3.84,4.32,4.8,15.28,15.76,16.24,16.72,17.2,17.68,18.16,18.64,19.12,19.6,20,20,20,20,20
0.81,1.62,2.43,3.24,4.05,4.86,15.67,16.48,17.29,18.1,18.91,19.72,20,20,20,20,20,20,20,20,20,20,20,20,20
0.63,1.26,1.89,2.52,3.15,3.78,4.41,15.04,15.67,16.3,16.93,17.56,18.19,18.82,19.45,20,20,20,20,20,20,20,20,20,20
0.54,1.08,1.62,2.16,2.7,3.24,3.78,4.32,4.86,15.4,15.94,16.48,17.02,17.56,18.1,18.64,19.18,19.72,20,20,20,20,20,20,20
0.63,1.26,1.89,2.52,3.15,3.78,4.41,15.04,15.67,16.3,16.93,17.56,18.19,18.82,19.45,20,20,20,20,20,20,20,20,20,20
0.48,0.96,1.44,1.92,2.4,2.88,3.36,3.84,4.32,4.8,15.28,15.76,16.24,16.72,17.2,17.68,18.16,18.64,19.12,19.6,20,20,20,20,20
0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.9,1.8,2.7,3.6,4.5,15.4,16.3,17.2,18.1,19,19.9,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.9,1.8,2.7,3.6,4.5,15.4,16.3,17.2,18.1,19,19.9,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.72,1.44,2.16,2.88,3.6,4.32,15.04,15.76,16.48,17.2,17.92,18.64,19.36,20,20,20,20,20,20,20,20,20,20,20,20
0.45,0.9,1.35,1.8,2.25,2.7,3.15,3.6,4.05,4.5,4.95,15.4,15.85,16.3,16.75,17.2,17.65,18.1,18.55,19,19.45,19.9,20,20,20
0.54,1.08,1.62,2.16,2.7,3.24,3.78,4.32,4.86,15.4,15.94,16.48,17.02,17.56,18.1,18.64,19.18,19.72,20,20,20,20,20,20,20
0.6,1.2,1.8,2.4,3,3.6,4.2,4.8,15.4,16,16.6,17.2,17.8,18.4,19,19.6,20,20,20,20,20,20,20,20,20
0.84,1.68,2.52,3.36,4.2,15.04,15.88,16.72,17.56,18.4,19.24,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.45,0.9,1.35,1.8,2.25,2.7,3.15,3.6,4.05,4.5,4.95,15.4,15.85,16.3,16.75,17.2,17.65,18.1,18.55,19,19.45,19.9,20,20,20
0.45,0.9,1.35,1.8,2.25,2.7,3.15,3.6,4.05,4.5,4.95,15.4,15.85,16.3,16.75,17.2,17.65,18.1,18.55,19,19.45,19.9,20,20,20
0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.75,1.5,2.25,3,3.75,4.5,15.25,16,16.75,17.5,18.25,19,19.75,20,20,20,20,20,20,20,20,20,20,20,20
0.78,1.56,2.34,3.12,3.9,4.68,15.46,16.24,17.02,17.8,18.58,19.36,20,20,20,20,20,20,20,20,20,20,20,20,20
0.75,1.5,2.25,3,3.75,4.5,15.25,16,16.75,17.5,18.25,19,19.75,20,20,20,20,20,20,20,20,20,20,20,20
0.66,1.32,1.98,2.64,3.3,3.96,4.62,15.28,15.94,16.6,17.26,17.92,18.58,19.24,19.9,20,20,20,20,20,20,20,20,20,20
0.69,1.38,2.07,2.76,3.45,4.14,4.83,15.52,16.21,16.9,17.59,18.28,18.97,19.66,20,20,20,20,20,20,20,20,20,20,20
0.57,1.14,1.71,2.28,2.85,3.42,3.99,4.56,15.13,15.7,16.27,16.84,17.41,17.98,18.55,19.12,19.69,20,20,20,20,20,20,20,20
0.78,1.56,2.34,3.12,3.9,4.68,15.46,16.24,17.02,17.8,18.58,19.36,20,20,20,20,20,20,20,20,20,20,20,20,20
0.54,1.08,1.62,2.16,2.7,3.24,3.78,4.32,4.86,15.4,15.94,16.48,17.02,17.56,18.1,18.64,19.18,19.72,20,20,20,20,20,20,20
0.75,1.5,2.25,3,3.75,4.5,15.25,16,16.75,17.5,18.25,19,19.75,20,20,20,20,20,20,20,20,20,20,20,20
0.51,1.02,1.53,2.04,2.55,3.06,3.57,4.08,4.59,15.1,15.61,16.12,16.63,17.14,17.65,18.16,18.67,19.18,19.69,20,20,20,20,20,20
0.6,1.2,1.8,2.4,3,3.6,4.2,4.8,15.4,16,16.6,17.2,17.8,18.4,19,19.6,20,20,20,20,20,20,20,20,20
0.75,1.5,2.25,3,3.75,4.5,15.25,16,16.75,17.5,18.25,19,19.75,20,20,20,20,20,20,20,20,20,20,20,20
0.81,1.62,2.43,3.24,4.05,4.86,15.67,16.48,17.29,18.1,18.91,19.72,20,20,20,20,20,20,20,20,20,20,20,20,20
0.48,0.96,1.44,1.92,2.4,2.88,3.36,3.84,4.32,4.8,15.28,15.76,16.24,16.72,17.2,17.68,18.16,18.64,19.12,19.6,20,20,20,20,20
0.87,1.74,2.61,3.48,4.35,15.22,16.09,16.96,17.83,18.7,19.57,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0.81,1.62,2.43,3.24,4.05,4.86,15.67,16.48,17.29,18.1,18.91,19.72,20,20,20,20,20,20,20,20,20,20,20,20,20
0.66,1.32,1.98,2.64,3.3,3.96,4.62,15.28,15.94,16.6,17.26,17.92,18.58,19.24,19.9,20,20,20,20,20,20,20,20,20,20
0.63,1.26,1.89,2.52,3.15,3.78,4.41,15.04,15.67,16.3,16.93,17.56,18.19,18.82,19.45,20,20,20,20,20,20,20,20,20,20
0.66,1.32,1.98,2.64,3.3,3.96,4.62,15.28,15.94,16.6,17.26,17.92,18.58,19.24,19.9,20,20,20,20,20,20,20,20,20,20
