1.667743678622421455e-03 4.004130093360613873e-02 9.377993960559272146e-03 1.716836511877954663e-02 4.548527392581462603e-02 3.928964471530112246e-02 3.534030678679959958e-02 4.938854757402723339e-02 1.193053994246170285e-02 1.659891725719300770e-03 2.222744864696760136e-02 4.384982398172081186e-02 3.208171543631413436e-03 3.900071612259918552e-02 3.438523507655520672e-02 4.536739638048668810e-02
7.655708614758545416e-02 4.968365524049427745e-02 9.741381509249785742e-02 6.924217124746989693e-02 1.053810594593089650e-01 7.445867139460235484e-02 1.084715613123860556e-01 9.620711137870095742e-02 4.353277359598060892e-02 6.557129922319854254e-02 8.633659149284901579e-02 4.252901235692521653e-02 6.228601381447068652e-02 4.126640273035432627e-02 1.053004045425638413e-01 4.504210061443900820e-02
1.267891790670878649e-01 1.710060437211280981e-01 1.664068117489470588e-01 1.273326649447389380e-01 1.038866915411968406e-01 1.441807795737944931e-01 1.262969848960593944e-01 1.600450213416753364e-01 1.227303085087329687e-01 9.974342503394727222e-02 1.108735611292939738e-01 9.386303307103974203e-02 1.264157916087788047e-01 1.495059368259889498e-01 1.091854454938457897e-01 1.486087230713780127e-01
2.291338558212581422e-01 2.085289849802040296e-01 1.827274177619540030e-01 2.465854525782690265e-01 1.950567932029836637e-01 1.747936860214943655e-01 1.761486871282741118e-01 1.745494657127289462e-01 2.322275537482789698e-01 2.277156467064834766e-01 1.635498604780658560e-01 1.926830197365184683e-01 1.883660287462566307e-01 2.134493060310093948e-01 1.926437075144543376e-01 2.010154249764912193e-01
3.069064082558785600e-01 2.645765038915063316e-01 2.295056430088500132e-01 2.233034980103318912e-01 2.601736276867632758e-01 3.093712181997803068e-01 2.474015363666377254e-01 3.103911190507531170e-01 2.179480697112078924e-01 2.646100678938356210e-01 2.311722372254124136e-01 2.204040247323776902e-01 2.175970688250914997e-01 2.972028622179713753e-01 2.387653829621770862e-01 3.157382658936261910e-01
3.094865327983500336e-01 3.094242153660903827e-01 3.066940498063656650e-01 2.928627426550265422e-01 3.502715570863285111e-01 3.091014083634306964e-01 3.517832319754111703e-01 3.754429007194015067e-01 3.814646668621234360e-01 2.936195019957602570e-01 3.669739737030019988e-01 2.972078755829611341e-01 2.837687939586291952e-01 3.371147193009401688e-01 3.719667038180272667e-01 2.929795555335444890e-01
3.700007095096290999e-01 3.544365968499370578e-01 4.494806406560916123e-01 4.486432710284530834e-01 4.068412174222534317e-01 4.074089089706605105e-01 3.959256851987744685e-01 4.276228738410697838e-01 4.206127843706863878e-01 4.450028414630756712e-01 3.861326723979447983e-01 4.319506201151674385e-01 3.537871920910446444e-01 3.784847972567919050e-01 3.930035612349972451e-01 3.616910647400166656e-01
4.248358201762015840e-01 4.788407103722625568e-01 5.142191394414770134e-01 5.084266439910394286e-01 4.658093354905246675e-01 4.391135462342989348e-01 4.459399980798921526e-01 4.278211770238278810e-01 4.807440766194155390e-01 4.711301660872271313e-01 4.663359743590328454e-01 4.443398122443779075e-01 4.983818148161487382e-01 4.842646076321674431e-01 5.041387081358015276e-01 4.997680888908989094e-01
5.504820365815799033e-01 5.406619518121474899e-01 5.034471011425831755e-01 5.775242100760461517e-01 5.489802068714710881e-01 5.511334379111576531e-01 4.997757073492436475e-01 5.308469075351707200e-01 5.518057705965432325e-01 4.883821894015694109e-01 5.569924775292222074e-01 5.365267219629709095e-01 5.305748751397834084e-01 5.350147151035637982e-01 5.281173348825093372e-01 5.379677746195724586e-01
6.177495619466796262e-01 5.783628507109920269e-01 5.964851444819558868e-01 6.082066416503028039e-01 5.537299914907409804e-01 5.593568410440278305e-01 5.930986420822422778e-01 5.803119474769216080e-01 6.346702501504239979e-01 5.986430324180421758e-01 5.930687595653338917e-01 5.553580240607373097e-01 6.047185431293847779e-01 6.258715307631610436e-01 5.841695102428632325e-01 6.109903630638396921e-01
6.242095438666955820e-01 6.657569409585747389e-01 6.298851664853685195e-01 6.975365566561271269e-01 7.153968216481041420e-01 6.976483168428180281e-01 6.256516234979846436e-01 6.993362086595416027e-01 6.953171798435002771e-01 7.102496107507684231e-01 6.803411848466840439e-01 6.929791597456109731e-01 6.898260454188721580e-01 7.035323527513424047e-01 6.435115885833759819e-01 6.566886088747423411e-01
7.490016641171980405e-01 7.078479562703658967e-01 7.564397141868824948e-01 7.533782552158432289e-01 7.436239447728641982e-01 6.898699235778639194e-01 7.784348299360372980e-01 7.787324282586814972e-01 7.539386824815392796e-01 7.797094215618236568e-01 7.509199937924853074e-01 7.533268709798007778e-01 7.231187824605322945e-01 6.855775766986417219e-01 7.576069728562957462e-01 6.994831884173053904e-01
7.788961060236835321e-01 7.693120106075317377e-01 7.588303918046465091e-01 8.257645175450459840e-01 8.046633948475433451e-01 8.387626881601605300e-01 7.678201977079913698e-01 7.853329255772829587e-01 7.640882211021569059e-01 7.831515890612831265e-01 7.885799162687592290e-01 8.082664722079125896e-01 7.954471958966600198e-01 7.948372414433666489e-01 7.770368534624113588e-01 8.393372881799785468e-01
8.426471505769834724e-01 8.890196778013395029e-01 8.505233257619742027e-01 8.414888417097083906e-01 8.421089744228168472e-01 8.369975476823040550e-01 8.441850555062420103e-01 8.894953772812775883e-01 8.534164080308479505e-01 8.935353991999529510e-01 8.853045358855462510e-01 8.465890471883447121e-01 8.914859566172079752e-01 8.736037511870219374e-01 8.416520032408447705e-01 8.368445171756545564e-01
9.638956363963899765e-01 9.418223896849166055e-01 9.246935996442517958e-01 9.749268630316790807e-01 9.122702880414215176e-01 9.003046138934978071e-01 9.582730640051699833e-01 8.977239899717368576e-01 9.553942544163886996e-01 9.124913995072827522e-01 9.029792012871812323e-01 9.303667894788003601e-01 8.880884350564202112e-01 9.270833463355689918e-01 8.998160879472737461e-01 9.056089412132862781e-01
9.969149304678676105e-01 9.881838162720767427e-01 9.705234790380756760e-01 9.608544705901870264e-01 9.571057992006519743e-01 9.849440304431869020e-01 9.774490578342400759e-01 9.531250985195995895e-01 9.547467289461027962e-01 9.895959819730202334e-01 9.587308471420608047e-01 9.764584114677936633e-01 9.764086272244957287e-01 9.956817346941346791e-01 9.784934507324558606e-01 9.537684672719732859e-01
