6.034267002161947113e-04 9.353966247240523557e-02 1.712072660563051518e-01 2.000913544684390921e-01 2.279766173606418422e-01 3.383023598091070006e-01 3.616332217948554639e-01 5.091276261663000291e-01 5.369308307106247513e-01 5.522734861683789021e-01 6.778752550993534243e-01 7.541807850141308833e-01 8.182124100194713145e-01 9.155795048545430914e-01 9.035325544002941189e-01 9.737889317595382899e-01
3.550682855068774957e-02 6.673139043863321462e-02 1.511201829499183580e-01 1.523534721621213339e-01 2.571403185011743031e-01 3.511539353634741678e-01 3.832050540640075664e-01 4.904623007762820563e-01 5.445697047077602271e-01 5.650118061167865857e-01 6.754877619834652736e-01 7.807389467243605052e-01 7.711773011334235317e-01 8.836116945991231431e-01 9.020315649329077035e-01 9.664846601839126583e-01
7.081490973235550490e-03 4.568021772642567868e-02 1.627732124865730601e-01 1.513298521883216785e-01 2.785420613251069488e-01 3.250114563725284844e-01 4.248344639336438799e-01 4.754093571359976345e-01 5.224672658917486334e-01 6.484236380799723864e-01 6.653997965673953408e-01 7.265101908545963383e-01 7.642419439156782346e-01 8.911139832226966373e-01 9.235235155724776934e-01 9.788515707693974388e-01
2.197339401581596685e-02 7.637729329769117614e-02 1.260160901489730811e-01 1.537671780700015089e-01 2.983004262772989135e-01 3.449302035565066094e-01 3.947437982737608264e-01 4.176773065988276801e-01 5.648614106368486931e-01 5.893075155899266671e-01 6.904899549606863252e-01 7.406935442837402350e-01 8.063405725149247472e-01 8.470296894894793205e-01 9.539405593040455322e-01 9.778288025439356712e-01
3.179826689109613302e-02 1.129219625104106450e-01 1.213448905384446469e-01 2.003870890807931404e-01 2.368288489211079761e-01 3.712101772181185533e-01 3.978737073069933960e-01 4.848910850912011572e-01 5.796306748759056937e-01 5.943691775755628459e-01 7.057459316935452698e-01 6.850788592542612632e-01 7.650419574658223754e-01 8.939786015245271278e-01 8.878541723070170200e-01 9.533857925608679729e-01
2.062959246342248310e-02 8.185771238144713691e-02 1.352921953441349467e-01 1.736994753100778721e-01 2.986766560165933226e-01 3.081396285220655562e-01 3.647198697169791171e-01 4.253979833620955553e-01 5.629554940802006247e-01 6.274387841432570445e-01 7.117056723599318735e-01 7.250877286949284350e-01 8.296198265845953213e-01 8.956624106266002361e-01 9.441067783602933305e-01 9.783440443433466527e-01
2.957090711399631977e-02 5.517428252061609695e-02 1.537677807781685502e-01 2.372755244528247931e-01 3.119223400177599803e-01 3.270473428961069851e-01 3.550723366054502339e-01 4.331789030031235055e-01 5.605540604330826460e-01 6.264645885049271445e-01 6.514523569985964935e-01 6.837670920164319321e-01 7.941748267431709696e-01 8.229915352306109710e-01 9.173496115921789817e-01 9.535752958118216549e-01
4.188885928512617318e-03 1.805232006844333797e-02 1.358551029612787286e-01 1.557955637753676570e-01 2.957977063141971619e-01 3.717123624367990598e-01 3.903991527812690765e-01 4.213515451600730044e-01 5.339091901087118508e-01 5.525000368407698703e-01 6.280051146887416502e-01 7.444018432115347972e-01 7.619097578678014626e-01 8.649252499923256732e-01 9.511935709626163638e-01 9.873094565628784958e-01
8.844354057823002047e-03 6.194059463187935599e-02 1.555754049967614794e-01 1.743886498082625469e-01 2.448572386886657126e-01 2.931174278991026672e-01 3.675940721660506671e-01 4.576976598895227677e-01 5.454748203057886435e-01 5.716950470874444523e-01 7.032896220073427962e-01 7.745753175149684422e-01 8.381431626522183320e-01 8.988127110100920802e-01 9.613429394101199454e-01 9.789021903353010146e-01
1.277977558269748071e-02 4.825996292456240927e-02 1.124182775336641793e-01 1.845931167306688603e-01 2.454379083172009146e-01 3.641288882917169123e-01 4.209853107950385365e-01 5.056920939585310970e-01 4.935128410389563736e-01 5.537439411302955694e-01 7.074215795224926273e-01 7.126662297766043208e-01 8.153159800983945660e-01 9.025932634657877207e-01 9.160128941282448256e-01 9.716429971626870943e-01
6.965884390636570278e-03 9.120008839804626122e-02 1.167648346729193432e-01 2.085869030332604956e-01 2.531726878531575520e-01 3.578560565635012791e-01 4.195929614741457092e-01 4.252194270542828947e-01 5.669068407743218518e-01 6.454532202607033975e-01 6.738899115209182611e-01 6.946334873911577112e-01 7.845150052024026932e-01 8.964777937978845035e-01 9.346178503779168922e-01 9.575429328397212503e-01
1.393145190589208104e-02 7.238104590054625365e-02 1.530946100760149642e-01 1.891156517105546664e-01 3.123948004844998572e-01 3.285318836292522304e-01 4.172395525603758148e-01 5.081233547523369420e-01 5.583268421028757533e-01 5.889551033264551760e-01 6.851349074958417162e-01 7.273169040962914611e-01 8.370262566060202580e-01 9.053528491973785730e-01 9.685909319660772621e-01 9.929725167459484414e-01
2.443134071113442496e-02 2.001158610704782681e-02 1.229941127171900184e-01 2.405736965787870218e-01 2.696079748667053466e-01 3.042371689254817491e-01 3.552087339310470160e-01 5.154192212941630657e-01 5.762486762324976475e-01 5.658766809084925242e-01 6.223414515536288549e-01 7.326983713409794818e-01 7.514643938186209571e-01 8.485243795804734424e-01 9.456115929169189860e-01 9.826476044247649533e-01
3.985291616701122641e-03 6.185568317027911878e-02 1.125690737934023078e-01 2.181963450638951252e-01 2.779791433745296136e-01 2.839607534146947332e-01 3.598788242158416084e-01 4.675279659256732501e-01 5.082801732644515180e-01 6.247564369675407958e-01 6.372637922207414762e-01 7.265741479979967998e-01 7.507882433691587254e-01 9.063670181862043540e-01 8.850804904213054325e-01 9.771964205699963379e-01
2.768106534643542671e-02 1.866243247738384736e-02 1.180143867639338873e-01 2.496228782325905782e-01 2.619543961425051526e-01 3.744176473515389847e-01 3.531793272723589561e-01 5.054479548330386152e-01 5.643599331705573263e-01 6.026069850158254360e-01 6.317548879505092696e-01 7.212545282576089400e-01 7.701650971457755235e-01 8.447711708626539640e-01 8.891370085810704760e-01 9.945144716660772044e-01
5.380602253666641466e-03 6.363342877845823420e-02 1.732452476637907912e-01 1.754503486295118098e-01 2.598667967661367761e-01 3.113996674574354140e-01 4.306806837111202824e-01 4.367100431913683578e-01 5.715767365958074331e-01 6.346023212119085155e-01 6.979391684485951597e-01 7.815250786724315946e-01 8.499118373642937652e-01 8.944927235166342250e-01 9.723823557500669290e-01 9.717034469549630238e-01
